날짜,시간대별시간,업종명,목적지광역시도명,목적지시군구명,주문건수,시간대별시간(강서구),주문건수(강서구)
2020-05-08,12,카페/디저트,서울특별시,노원구,2,,
2020-05-08,12,카페/디저트,서울특별시,도봉구,1,,
2020-05-08,12,카페/디저트,서울특별시,동작구,8,,
2020-05-08,12,카페/디저트,서울특별시,마포구,1,,
2020-05-08,12,카페/디저트,서울특별시,서대문구,3,,
2020-05-08,12,카페/디저트,서울특별시,양천구,3,,
2020-05-08,12,카페/디저트,서울특별시,영등포구,2,,
2020-05-08,12,카페/디저트,서울특별시,중랑구,1,,
2020-05-08,13,카페/디저트,서울특별시,관악구,4,,
2020-05-08,13,카페/디저트,서울특별시,구로구,10,,
2020-05-08,13,카페/디저트,서울특별시,금천구,4,,
2020-05-08,13,카페/디저트,서울특별시,노원구,4,,
2020-05-08,13,카페/디저트,서울특별시,동작구,7,,
2020-05-08,13,카페/디저트,서울특별시,서대문구,3,,
2020-05-08,13,카페/디저트,서울특별시,양천구,2,,
2020-05-08,13,카페/디저트,서울특별시,영등포구,1,,
2020-05-08,14,카페/디저트,서울특별시,관악구,7,,
2020-05-08,14,카페/디저트,서울특별시,구로구,4,,
2020-05-08,14,카페/디저트,서울특별시,금천구,2,,
2020-05-08,14,카페/디저트,서울특별시,노원구,1,,
2020-05-08,14,카페/디저트,서울특별시,도봉구,1,,
2020-05-08,14,카페/디저트,서울특별시,동작구,2,,
2020-05-08,14,카페/디저트,서울특별시,양천구,1,,
2020-05-08,14,카페/디저트,서울특별시,영등포구,3,,
2020-05-08,15,카페/디저트,서울특별시,관악구,6,,
2020-05-08,15,카페/디저트,서울특별시,구로구,8,,
2020-05-08,15,카페/디저트,서울특별시,노원구,2,,
2020-05-08,15,카페/디저트,서울특별시,도봉구,3,,
2020-05-08,15,카페/디저트,서울특별시,동작구,6,,
2020-05-08,15,카페/디저트,서울특별시,서대문구,2,,
2020-05-08,15,카페/디저트,서울특별시,양천구,5,,
2020-05-08,15,카페/디저트,서울특별시,영등포구,1,,
2020-05-08,16,카페/디저트,서울특별시,관악구,7,,
2020-05-08,16,카페/디저트,서울특별시,구로구,9,,
2020-05-08,16,카페/디저트,서울특별시,금천구,2,,
2020-05-08,16,카페/디저트,서울특별시,노원구,4,,
2020-05-08,16,카페/디저트,서울특별시,동작구,3,,
2020-05-08,16,카페/디저트,서울특별시,양천구,2,,
2020-05-08,16,카페/디저트,서울특별시,중랑구,1,,
2020-05-08,17,카페/디저트,서울특별시,관악구,8,,
2020-05-08,17,카페/디저트,서울특별시,구로구,11,,
2020-05-08,17,카페/디저트,서울특별시,금천구,3,,
2020-05-08,17,카페/디저트,서울특별시,노원구,2,,
2020-05-08,17,카페/디저트,서울특별시,동작구,10,,
2020-05-08,17,카페/디저트,서울특별시,서대문구,5,,
2020-05-08,17,카페/디저트,서울특별시,영등포구,2,,
2020-05-08,18,카페/디저트,서울특별시,강서구,1,,
2020-05-08,18,카페/디저트,서울특별시,관악구,15,,
2020-05-08,18,카페/디저트,서울특별시,구로구,9,,
2020-05-08,18,카페/디저트,서울특별시,금천구,1,,
2020-05-08,18,카페/디저트,서울특별시,노원구,7,,
2020-05-08,18,카페/디저트,서울특별시,도봉구,1,,
2020-05-08,18,카페/디저트,서울특별시,동작구,6,,
2020-05-08,18,카페/디저트,서울특별시,서대문구,2,,
2020-05-08,18,카페/디저트,서울특별시,양천구,4,,
2020-05-08,18,카페/디저트,서울특별시,영등포구,2,,
2020-05-08,19,카페/디저트,서울특별시,관악구,18,,
2020-05-08,19,카페/디저트,서울특별시,구로구,13,,
2020-05-08,19,카페/디저트,서울특별시,금천구,3,,
2020-05-08,19,카페/디저트,서울특별시,노원구,4,,
2020-05-08,19,카페/디저트,서울특별시,도봉구,1,,
2020-05-08,19,카페/디저트,서울특별시,동작구,16,,
2020-05-08,19,카페/디저트,서울특별시,마포구,1,,
2020-05-08,19,카페/디저트,서울특별시,서대문구,2,,
2020-05-08,19,카페/디저트,서울특별시,양천구,6,,
2020-05-08,19,카페/디저트,서울특별시,영등포구,1,,
2020-05-08,19,카페/디저트,서울특별시,중랑구,1,,
2020-05-08,20,카페/디저트,서울특별시,관악구,23,,
2020-05-08,20,카페/디저트,서울특별시,구로구,7,,
2020-05-08,20,카페/디저트,서울특별시,노원구,4,,
2020-05-08,20,카페/디저트,서울특별시,동작구,15,,
2020-05-08,20,카페/디저트,서울특별시,서대문구,1,,
2020-05-08,20,카페/디저트,서울특별시,양천구,3,,
2020-05-08,21,카페/디저트,서울특별시,관악구,24,,
2020-05-08,21,카페/디저트,서울특별시,구로구,7,,
2020-05-08,21,카페/디저트,서울특별시,금천구,1,,
2020-05-08,21,카페/디저트,서울특별시,노원구,11,,
2020-05-08,21,카페/디저트,서울특별시,도봉구,1,,
2020-05-08,21,카페/디저트,서울특별시,동작구,13,,
2020-05-08,21,카페/디저트,서울특별시,서대문구,2,,
2020-05-08,21,카페/디저트,서울특별시,양천구,4,,
2020-05-08,22,카페/디저트,서울특별시,관악구,15,,
2020-05-08,22,카페/디저트,서울특별시,구로구,6,,
2020-05-08,22,카페/디저트,서울특별시,금천구,2,,
2020-05-08,22,카페/디저트,서울특별시,동작구,5,,
2020-05-08,22,카페/디저트,서울특별시,양천구,1,,
2020-05-08,23,카페/디저트,서울특별시,구로구,1,,
2020-05-08,23,카페/디저트,서울특별시,영등포구,3,,
2020-05-09,0,카페/디저트,서울특별시,구로구,1,,
2020-05-09,10,카페/디저트,서울특별시,관악구,6,,
2020-05-09,10,카페/디저트,서울특별시,구로구,13,,
2020-05-09,10,카페/디저트,서울특별시,금천구,2,,
2020-05-09,10,카페/디저트,서울특별시,노원구,1,,
2020-05-09,10,카페/디저트,서울특별시,도봉구,2,,
2020-05-09,10,카페/디저트,서울특별시,동작구,3,,
2020-05-09,10,카페/디저트,서울특별시,서대문구,5,,
2020-05-09,10,카페/디저트,서울특별시,양천구,1,,
2020-05-09,10,카페/디저트,서울특별시,중랑구,1,,
