날짜,음식섭취등수값,음식명,음식섭취수,음식섭취비율,사용자연령값,시간
2020-01-06,9, 샌드위치,2,1.709402, [0-19],17
2020-01-11,9, 햄 샌드위치,1,1.492537, [20-29],12
2020-01-11,9, 디럭스샌드위치,1,1.818182, [0-19],22
2020-01-12,9, 샌드위치,2,2.12766, [0-19],11
2020-01-14,9, 샌드위치,1,11.111111, [20-29],0
2020-01-14,9, 햄계란치즈샌드위치,1,2.439024, [20-29],20
2020-01-18,9, 샌드위치,2,2.298851, [20-29],19
2020-01-20,9, 샌드위치,1,6.666667, [0-19],0
2020-01-23,9, 햄계란치즈샌드위치,1,1.754386, [0-19],19
2020-01-24,9, 샌드위치,1,3.125, [20-29],15
2020-01-26,9, 로스트 비프 샌드위치,1,3.846154, [20-29],19
2020-01-10,10, 샌드위치,2,1.459854, [0-19],11
2020-01-11,10, 디럭스샌드위치,1,1.136364, [0-19],22
2020-01-18,10, 호밀 샌드위치,1,3.225806, [20-29],16
2020-01-19,10, 샌드위치,1,1.190476, [0-19],10
2020-01-20,10, 햄계란샌드위치,1,7.692308, [20-29],7
2020-01-26,10, 햄계란치즈샌드위치,1,1.162791, [0-19],13
2020-01-26,10, 햄계란샌드위치,1,4, [0-19],21
2020-01-31,10, 샌드위치,2,2.040816, [0-19],10
2020-01-02,10, 감자샐러드샌드위치,1,1.612903, [0-19],19
2020-01-08,10, 햄계란샌드위치,1,1.785714, [0-19],16
2020-01-13,10, 샌드위치,1,1.639344, [20-29],9
2020-01-16,10, 감자샐러드샌드위치,1,6.666667, [20-29],21
2020-01-18,10, 햄계란샌드위치,1,2.5, [20-29],20
2020-01-19,10, 포켓샌드위치,1,8.333333, [0-19],0
2020-01-20,10, 햄계란샌드위치,1,10, [20-29],7
2020-01-30,10, 햄계란치즈샌드위치,1,2.857143, [0-19],8
2020-01-06,11, 햄계란샌드위치,2,1.290323, [0-19],17
2020-01-14,11, 계란치즈샌드위치,1,2.857143, [20-29],11
2020-01-16,11, 햄계란치즈샌드위치,1,4.347826, [0-19],23
2020-01-27,11, 햄계란치즈샌드위치,1,3.703704, [0-19],0
2020-01-19,11, 샌드위치,1,4.761905, [20-29],11
2020-01-22,11, 런치 샌드위치,1,1.449275, [0-19],9
2020-01-31,11, 햄계란치즈샌드위치,1,2.222222, [0-19],16
2020-01-02,12, 햄계란치즈샌드위치,1,1.694915, [20-29],18
2020-01-11,12, 샌드위치,1,4, [20-29],20
2020-01-18,12, 샌드위치,1,1.449275, [0-19],21
2020-01-11,12, 햄계란치즈샌드위치,1,2.5, [0-19],21
2020-01-13,12, 햄치즈샌드위치,1,0.952381, [20-29],11
2020-01-17,12, 샌드위치,1,2.12766, [0-19],8
2020-01-20,12, 햄계란샌드위치,1,2.325581, [20-29],9
2020-01-25,12, 샌드위치,1,5.555556, [20-29],16
2020-01-03,13, 샌드위치,1,3.333333, [20-29],9
2020-01-08,13, 샌드위치,1,2, [20-29],9
2020-01-11,13, 햄 샌드위치,1,1.785714, [20-29],12
2020-01-16,13, 호밀 샌드위치,1,2.325581, [20-29],11
2020-01-28,13, 햄치즈샌드위치,1,1.449275, [20-29],19
2020-01-04,13, 샌드위치,1,2.702703, [20-29],16
2020-01-09,13, 미트볼 샌드위치,1,1.639344, [20-29],8
2020-01-06,13, 샌드위치,1,1.408451, [0-19],15
2020-01-08,13, 샌드위치,2,2.105263, [20-29],11
2020-01-10,13, 샌드위치,1,2.380952, [20-29],10
2020-01-11,13, 샌드위치,1,1.492537, [20-29],12
2020-01-18,13, 햄계란샌드위치,1,1.754386, [0-19],20
2020-01-20,13, 햄계란샌드위치,1,3.225806, [0-19],8
2020-01-24,13, 감자샐러드샌드위치,1,3.846154, [20-29],11
2020-01-25,13, 햄계란치즈샌드위치,1,4.545455, [20-29],23
2020-01-27,13, 햄계란치즈샌드위치,1,2.777778, [0-19],20
2020-01-28,13, 햄치즈샌드위치,1,1.754386, [20-29],19
2020-01-04,14, 샌드위치,1,2.702703, [20-29],16
2020-01-06,14, 샌드위치,2,0.947867, [0-19],18
2020-01-10,14, 햄치즈샌드위치,1,4.761905, [20-29],21
2020-01-11,14, 햄계란샌드위치,1,1.492537, [20-29],13
2020-01-17,14, 샌드위치,1,1.5625, [0-19],8
2020-01-04,14, 치킨 샌드위치,2,1.724138, [0-19],13
2020-01-06,14, 포켓샌드위치,1,1.754386, [0-19],8
2020-01-15,14, 햄치즈샌드위치,2,1.176471, [20-29],12
2020-01-20,14, 샌드위치,1,1.098901, [0-19],14
2020-01-23,14, 호밀 샌드위치,1,3.448276, [20-29],9
2020-01-26,14, 샌드위치,1,6.666667, [0-19],9
2020-01-04,15, 샌드위치,1,1.886792, [20-29],10
2020-01-15,15, 샌드위치,1,1.234568, [20-29],19
2020-01-16,15, 감자샐러드샌드위치,1,6.25, [20-29],21
2020-01-20,15, 샌드위치,1,1.612903, [20-29],11
2020-01-22,15, 햄계란샌드위치,1,5.263158, [20-29],23
2020-01-24,15, 샌드위치,1,5.555556, [20-29],10
2020-01-29,15, 써브웨이 멜트 샌드위치,1,2.272727, [20-29],17
2020-01-06,15, 샌드위치,1,2.857143, [20-29],16
2020-01-07,15, 햄계란치즈샌드위치,1,1.388889, [0-19],16
2020-01-13,15, 샌드위치,1,2.857143, [20-29],15
2020-01-16,15, 샌드위치,1,2.5, [0-19],8
2020-01-27,15, 샌드위치,1,5, [0-19],9
2020-01-09,16, 샌드위치,1,4, [20-29],0
2020-01-06,16, 샌드위치,1,1.052632, [0-19],15
2020-01-17,16, 샌드위치,1,3.125, [20-29],9
2020-01-20,16, 햄계란샌드위치,1,1.612903, [0-19],8
2020-01-20,16, 치킨 샌드위치,1,1.694915, [20-29],20
2020-01-31,16, 샌드위치,1,4.166667, [0-19],7
2020-01-04,16, 햄계란치즈샌드위치,1,1.333333, [20-29],12
2020-01-14,16, 샌드위치,1,2.272727, [20-29],8
2020-01-15,16, 샌드위치,1,1.449275, [20-29],19
2020-01-16,16, 이탈리안 비엠티 샌드위치,1,1.086957, [0-19],16
2020-01-18,16, 샌드위치,1,2.5, [20-29],20
2020-01-19,16, 포켓샌드위치,1,1.587302, [0-19],15
2020-01-24,16, 샌드위치,1,1.724138, [0-19],15
2020-01-26,16, 샌드위치,1,2.380952, [0-19],10
2020-01-29,16, 햄계란치즈샌드위치,1,2.380952, [0-19],16
2020-01-02,17, 샌드위치,1,0.900901, [0-19],15
2020-01-02,17, 샌드위치,1,2.083333, [20-29],14
2020-01-05,17, 햄계란샌드위치,1,1.052632, [0-19],10
2020-01-08,17, 햄계란샌드위치,2,1.666667, [0-19],10
2020-01-08,17, 햄계란샌드위치,1,0.934579, [0-19],16
2020-01-11,17, 샌드위치,1,1.785714, [20-29],12
2020-01-17,17, 샌드위치,1,3.703704, [20-29],23
2020-01-19,17, 샌드위치,1,2.173913, [20-29],20
2020-01-21,17, 샌드위치,2,1.176471, [0-19],18
2020-01-23,17, 클럽샌드위치,1,4.347826, [20-29],22
2020-01-30,17, 터키 샌드위치,1,3.125, [20-29],22
2020-01-31,17, 샌드위치,1,1.369863, [0-19],9
2020-01-03,17, 샌드위치,1,2.777778, [20-29],9
2020-01-08,17, 샌드위치,1,1.5625, [20-29],9
2020-01-11,17, 샌드위치,1,5, [20-29],10
2020-01-19,17, 샌드위치,1,5, [20-29],9
2020-01-29,17, 샌드위치,1,4, [20-29],8
2020-01-09,18, 샌드위치,2,1.923077, [0-19],10
2020-01-08,18, 샌드위치,2,1.081081, [0-19],17
2020-01-10,18, 치킨 샌드위치,1,0.714286, [20-29],12
2020-01-12,18, 샌드위치,1,0.775194, [0-19],19
2020-01-06,18, 햄치즈샌드위치,1,1.785714, [0-19],9
2020-01-06,18, 샌드위치,1,0.869565, [0-19],16
2020-01-15,18, 햄계란치즈샌드위치,1,2.272727, [20-29],14
2020-01-03,19, 햄치즈샌드위치,1,2.173913, [0-19],22
2020-01-07,19, 햄계란치즈샌드위치,1,0.854701, [0-19],16
2020-01-11,19, 햄계란치즈샌드위치,1,1.149425, [0-19],21
2020-01-12,19, 치킨 샌드위치,1,2.380952, [20-29],10
2020-01-14,19, 샌드위치,2,1.104972, [0-19],17
2020-01-15,19, 그릴드 치즈 샌드위치,1,3.030303, [20-29],10
2020-01-20,19, 감자샐러드샌드위치,1,3.030303, [20-29],8
2020-01-31,19, 미니버거 샌드위치,1,1.754386, [0-19],8
2020-01-06,19, 햄계란샌드위치,1,0.854701, [0-19],17
2020-01-07,19, 감자샐러드샌드위치,1,1.333333, [0-19],9
2020-01-20,19, 샌드위치,1,1.754386, [20-29],11
2020-01-03,20, 햄계란샌드위치,1,2.702703, [20-29],14
2020-01-07,20, 샌드위치,2,1.639344, [0-19],10
2020-01-19,20, 샌드위치,1,3.448276, [20-29],9
2020-01-24,20, 햄계란치즈샌드위치,1,1.724138, [0-19],22
2020-01-31,20, 런치 샌드위치,1,1.754386, [0-19],8
2020-01-02,20, 샌드위치,1,2.941176, [20-29],10
2020-01-03,20, 샌드위치,1,3.846154, [20-29],8
2020-01-13,20, 햄치즈샌드위치,1,3.225806, [20-29],22
2020-01-14,20, 샌드위치,2,1.538462, [20-29],12
2020-01-17,1, 도넛(링),6,18.181818, [20-29],11
2020-01-25,1, 찹쌀도넛,2,11.111111, [0-19],23
2020-01-17,1, 도넛(링),6,7.5, [20-29],11
2020-01-29,2, 도넛(팥),1,7.692308, [20-29],15
2020-01-02,3, 도넛(링),2,3.773585, [0-19],23
2020-01-15,3, 도넛(링),4,4.166667, [0-19],14
2020-01-20,3, 시리얼우유도넛,1,2.325581, [20-29],9
2020-01-20,3, 도넛(링),1,6.666667, [0-19],0
2020-01-25,3, 도넛(링),1,5.555556, [0-19],13
2020-01-30,5, 도넛(링),1,5.882353, [0-19],0
2020-01-06,7, 깨찰도넛,1,14.285714, [20-29],1
2020-01-20,7, 도넛(링),1,4.761905, [0-19],0
2020-01-29,7, 도넛(팥),1,3.448276, [20-29],15
2020-01-29,7, 롱스틱초코도넛,1,9.090909, [0-19],1
2020-01-10,8, 바바리안크림도넛,1,2.325581, [20-29],15
2020-01-20,8, 시리얼우유도넛,1,2.325581, [20-29],9
2020-01-02,9, 도넛(링),2,1.960784, [0-19],13
2020-01-09,10, 도넛(링),2,1.923077, [0-19],10
2020-01-08,10, 롱스틱초코도넛,1,3.448276, [20-29],21
2020-01-10,14, 바바리안크림도넛,1,2.5, [20-29],15
2020-01-10,14, 도넛(링),1,4.166667, [20-29],20
2020-01-13,14, 도넛(링),2,2.040816, [0-19],16
2020-01-19,15, 도넛(링),1,1.298701, [0-19],14
2020-01-02,16, 도넛(링),2,1.449275, [0-19],13
2020-01-05,16, 도넛(링),1,1.408451, [0-19],14
2020-01-02,17, 꽈배기도넛,1,4, [20-29],16
2020-01-21,17, 도넛(링),2,1.111111, [0-19],13
2020-01-15,17, 도넛(링),1,1.315789, [0-19],14
2020-01-13,18, 도넛(링),2,1.550388, [0-19],16
2020-01-14,18, 도넛(링),1,0.952381, [0-19],10
2020-01-21,18, 도넛(팥),1,2.777778, [20-29],14
2020-01-05,19, 도넛(링),1,0.813008, [0-19],14
2020-01-25,19, 도넛(링),1,1.785714, [0-19],13
2020-01-08,19, 도넛(링),1,5.263158, [0-19],7
2020-01-13,20, 꽈배기도넛,1,0.787402, [0-19],19
2020-01-09,2, 소프트 필라델피아 크림치즈 플레인,1,25, [20-29],2
2020-01-07,2, 프링글스 샤워크림&어니언,1,12.5, [0-19],1
2020-01-19,2, 포테이토 크리스프 샤워크림,2,3.773585, [20-29],17
2020-01-03,2, 몽쉘 크림,1,20, [20-29],5
2020-01-31,2, 포테이토 크리스프 샤워크림,3,3.896104, [0-19],17
2020-01-02,3, 소와나무 생크림요거트,2,2.985075, [0-19],21
2020-01-12,3, 크림치즈,2,5.128205, [20-29],20
2020-01-29,3, 포테이토 크리스프 샤워크림,2,2.150538, [0-19],15
2020-01-31,3, 크림스프,1,11.111111, [0-19],2
2020-01-09,3, 소프트 필라델피아 크림치즈 플레인,1,20, [20-29],2
2020-01-08,3, 스키니랩 곤약리조또 버섯&크림,1,2.631579, [20-29],16
2020-01-15,3, 크림소스스파게티,2,9.52381, [0-19],0
2020-01-19,3, 포테이토 크리스프 샤워크림,2,4.651163, [20-29],17
2020-01-23,3, 오레오 초콜릿크림,1,5.263158, [20-29],23
2020-01-06,4, 소와나무 생크림요거트,1,2.631579, [20-29],9
2020-01-11,4, 크리스피 크림 오리지널,3,2.083333, [0-19],17
2020-01-31,4, 포테이토 크리스프 샤워크림,3,2.4, [0-19],17
2020-01-02,4, 크림스프,1,12.5, [0-19],0
2020-01-19,4, 크림스프,1,11.111111, [20-29],23
2020-01-23,4, 크림소스스파게티,2,2.857143, [20-29],18
2020-01-29,4, 소와나무 생크림요거트,1,4.347826, [0-19],21
2020-01-17,5, 크림새우,1,20, [0-19],4
2020-01-30,5, 크림스프,1,4.166667, [20-29],6
2020-01-03,5, 프링글스 샤워크림&어니언,1,2.777778, [20-29],9
2020-01-11,5, 크림 리소또,1,1.639344, [20-29],16
2020-01-16,5, 보노 컵스프 크림스프포타주,2,2.197802, [20-29],13
2020-01-25,5, 크림새우,1,16.666667, [20-29],0
2020-01-05,6, 오레오 화이트크림,1,2.857143, [20-29],15
2020-01-14,6, 몽쉘 크림,2,2, [0-19],16
2020-01-22,6, 생크림,3,2.222222, [0-19],18
2020-01-26,6, 생가득 부드러운 크림소스와 풍미 가득한 4가지 치즈 크림파스타,1,14.285714, [0-19],3
2020-01-02,6, 크림소스스파게티,1,2.857143, [20-29],15
2020-01-12,6, 크림치즈,2,3.333333, [20-29],20
2020-01-21,6, 크림스프,2,1.980198, [20-29],13
2020-01-29,6, 크림 리소또,1,6.666667, [20-29],21
2020-01-06,7, 크림소스스파게티,1,6.25, [20-29],23
2020-01-08,7, 스키니랩 곤약리조또 버섯&크림,1,2.380952, [20-29],16
2020-01-21,7, 크림소스스파게티,1,10, [20-29],0
2020-01-30,7, 크림 리소또,2,2.631579, [20-29],11
2020-01-10,7, 소와나무 생크림요거트,1,14.285714, [20-29],5
2020-01-22,7, 생크림,3,2.542373, [0-19],18
2020-01-02,8, 크림스프,1,2.173913, [0-19],0
2020-01-04,8, 크리스피 크림 오리지널,1,3.703704, [20-29],23
2020-01-07,8, 크림스프,2,3.174603, [20-29],11
2020-01-03,8, 크림소스스파게티,1,3.703704, [0-19],8
2020-01-08,8, 땅콩크림소보로,1,2.777778, [0-19],0
2020-01-11,8, 생크림,1,2.857143, [0-19],8
2020-01-13,8, 미니딸기크림샌드,1,2.325581, [20-29],7
2020-01-14,8, 프링글스 샤워크림&어니언,1,5.263158, [0-19],23
2020-01-14,8, 크림 리소또,1,3.448276, [20-29],10
2020-01-25,8, 그린 티 크림 프라푸치노,1,3.125, [0-19],16
2020-01-14,9, 소프트 필라델피아 크림치즈 플레인,1,1.612903, [20-29],17
2020-01-16,9, 프링글스 샤워크림&어니언,1,6.666667, [0-19],1
2020-01-19,9, 크림소스스파게티,1,1.886792, [20-29],15
2020-01-20,9, 크림파스타,1,6.25, [20-29],2
2020-01-21,9, 크림스프,2,2.272727, [20-29],13
2020-01-07,9, 크림스프,2,2.739726, [20-29],11
2020-01-03,10, 크림스프,1,4.545455, [20-29],22
2020-01-15,10, 크림스튜,1,8.333333, [20-29],22
2020-01-21,10, 크림블 화이트,1,1.388889, [20-29],11
2020-01-25,10, 크림새우,1,7.692308, [20-29],0
2020-01-29,10, 소와나무 생크림요거트,1,1.960784, [0-19],21
2020-01-02,10, 크라운산도 딸기크림치즈,2,2.105263, [0-19],20
2020-01-04,10, 프링글스 샤워크림&어니언,1,1.428571, [0-19],17
2020-01-12,10, 크림파스타,1,3.333333, [20-29],16
2020-01-31,10, 크림파스타,1,2.222222, [0-19],16
2020-01-09,11, 크림 웨하스,1,1.449275, [0-19],9
2020-01-05,11, 쿠크다스 딸기크림치즈,1,1.408451, [0-19],9
2020-01-23,11, 오레오 초콜릿크림,1,5.555556, [20-29],23
2020-01-04,11, 참ing치즈 크림,2,1.904762, [20-29],18
2020-01-25,11, 콘치 크림치즈,1,2.222222, [20-29],15
2020-01-04,12, 참ing치즈 크림,2,1.626016, [20-29],18
2020-01-03,12, 크림치즈,1,2.631579, [0-19],21
2020-01-10,12, 크림스프,1,1.612903, [0-19],9
2020-01-14,12, 딸기 크림 프라푸치노,1,1.960784, [20-29],14
2020-01-15,12, 크림소스스파게티,1,1.388889, [20-29],16
2020-01-19,12, 크림스프,1,2.564103, [20-29],18
2020-01-23,12, 소와나무 생크림요거트,1,2.702703, [20-29],17
2020-01-22,12, 크림소스스파게티,2,1.694915, [0-19],18
2020-01-14,13, 프링글스 샤워크림&어니언,1,3.125, [0-19],23
2020-01-19,13, 크림스프,1,4.166667, [20-29],23
2020-01-27,13, 크림 리소또,1,3.225806, [20-29],20
2020-01-30,13, 크림소다,1,2.702703, [0-19],20
2020-01-31,13, 크림소스스파게티,1,0.8, [0-19],17
2020-01-12,13, 크림치즈,1,2.439024, [20-29],11
2020-01-14,13, 린트 린도볼 스트로베리&크림,1,5.263158, [20-29],23
2020-01-02,14, 크림 리소또,1,1.492537, [0-19],21
2020-01-14,14, 오레오 화이트크림,2,1.104972, [0-19],17
2020-01-16,14, 크림스프,1,2.272727, [20-29],9
2020-01-27,14, 우리쌀 콘크림 컵수프,1,0.757576, [0-19],12
2020-01-27,14, 크림소스스파게티,1,3.030303, [20-29],14
2020-01-28,14, 소와나무 생크림요거트,1,3.225806, [20-29],13
2020-01-13,14, 크림 리소또,1,5, [20-29],23
2020-01-21,14, 콘치 크림치즈,1,0.990099, [0-19],17
2020-01-30,14, 생가득 부드러운 크림소스와 풍미 가득한 4가지 치즈 크림파스타,1,4.166667, [0-19],15
2020-01-01,15, 크림스프,1,1.886792, [0-19],9
2020-01-02,15, 크라운산도 딸기크림치즈,2,1.226994, [0-19],20
2020-01-03,15, 더블샷 에스프레소 & 크림 200ml,1,3.333333, [20-29],10
2020-01-11,15, 크림소다,1,1.136364, [0-19],22
2020-01-16,15, 소프트 필라델피아 크림치즈 플레인,1,1.298701, [20-29],17
2020-01-21,15, 블루베리크림치즈페스츄리,1,1.388889, [20-29],11
2020-01-28,15, 소와나무 생크림요거트,1,1.176471, [0-19],15
2020-01-29,15, 크림치즈,1,2.702703, [20-29],20
2020-01-05,15, 참ing치즈 크림,1,4.761905, [20-29],20
2020-01-16,15, 크림스프,1,2.173913, [20-29],9
2020-01-17,15, 크리스피 크림 오리지널,1,1.587302, [20-29],8
2020-01-23,15, 소와나무 생크림요거트,1,1.408451, [0-19],13
2020-01-26,15, 오레오 화이트크림,1,1.886792, [0-19],13
2020-01-05,16, 참ing치즈 크림,1,2.631579, [20-29],19
2020-01-05,16, 참ing치즈 크림,1,3.448276, [20-29],20
2020-01-13,16, 크림 리소또,1,4.347826, [20-29],23
2020-01-15,16, 크림소스스파게티,1,1.470588, [20-29],11
2020-01-09,16, 크림스프,1,1.5625, [0-19],9
2020-01-06,16, 크림소스스파게티,1,1.492537, [0-19],19
2020-01-08,16, 크림스프,1,4, [20-29],8
2020-01-31,16, 휘핑크림,1,1.052632, [0-19],18
2020-01-04,17, 크림치즈,1,0.990099, [0-19],9
2020-01-04,17, 크림파스타,1,0.961538, [0-19],15
2020-01-12,17, 크림치즈,1,1.923077, [20-29],11
2020-01-21,17, 크림소스스파게티,1,2.439024, [20-29],21
2020-01-08,17, 크림블 화이트,1,0.653595, [0-19],13
2020-01-10,17, 매일 휘핑크림,1,1.010101, [0-19],15
2020-01-14,17, 오레오 화이트크림,2,1.010101, [0-19],17
2020-01-01,18, 크림치즈,1,1.886792, [0-19],9
2020-01-03,18, 크림 리소또,1,0.952381, [0-19],15
2020-01-03,18, 치즈크림스파게티,1,1.587302, [20-29],13
2020-01-13,18, 크림소스스파게티,1,0.689655, [0-19],20
2020-01-26,18, 오레오 화이트크림,1,1.162791, [0-19],13
2020-01-29,18, 크림스프,1,0.813008, [0-19],12
2020-01-03,19, 양송이크림스프,1,2.702703, [20-29],14
2020-01-09,19, 크림스프,1,1.449275, [0-19],9
2020-01-09,19, 프링글스 샤워크림&어니언,1,0.641026, [0-19],18
2020-01-07,19, 소와나무 생크림요거트,1,3.030303, [20-29],9
2020-01-19,19, 크림스프,1,1.851852, [20-29],18
2020-01-30,19, 소프트 필라델피아 크림치즈 플레인,1,2.380952, [20-29],16
2020-01-31,19, 크림스프,1,4.166667, [0-19],7
2020-01-01,19, 크림스프,1,2.439024, [0-19],9
2020-01-01,19, 크림치즈,1,1.219512, [0-19],18
2020-01-12,19, 크림소스스파게티,1,1.515152, [0-19],14
2020-01-19,19, 크림스프,1,1.515152, [0-19],17
2020-01-21,19, 소프트 필라델피아 크림치즈 플레인,1,2.941176, [20-29],15
2020-01-27,19, 크림소스스파게티,1,2.857143, [20-29],14
2020-01-30,19, 크림소스스파게티,1,4.166667, [0-19],15
2020-01-04,20, 프링글스 샤워크림&어니언,1,0.689655, [0-19],17
2020-01-14,20, 크림 리소또,1,2.272727, [20-29],10
2020-01-19,20, 크림새우,1,1.886792, [20-29],15
2020-01-23,20, 휘핑크림,1,0.884956, [0-19],20
2020-01-05,20, 오레오 화이트크림,1,1.694915, [20-29],15
