날짜,음식섭취등수값,음식명,음식섭취수,음식섭취비율,사용자연령값,시간
2020-01-16,20, 더블 프로마쥬 케이크,1,1.886792, [20-29],10
2020-01-17,20, 초콜렛케이크,1,2.173913, [20-29],17
2020-01-18,20, 초콜렛케이크,1,2.941176, [0-19],14
2020-01-18,20, 순매직딸기케이크B,1,0.917431, [0-19],17
2020-01-22,20, 컵케이크,1,1.282051, [0-19],17
2020-01-26,20, 초콜렛케이크,1,3.125, [0-19],12
2020-01-28,20, 가나슈생크림 조각케이크,1,4.761905, [20-29],20
2020-01-04,1, 대만파인애플 케익(펑리수),1,6.666667, [20-29],7
2020-01-06,1, 핫케익,3,27.272727, [0-19],6
2020-01-15,2, 핫케익,1,25, [20-29],6
2020-01-24,2, 핫케익,2,11.764706, [20-29],21
2020-01-29,3, 라즈베리 치즈케익쿠키,1,5.882353, [20-29],10
2020-01-27,3, 소프트 치즈케익 미니,1,33.333333, [20-29],5
2020-01-31,3, 카페모카롤케익,1,16.666667, [20-29],23
2020-01-03,4, 오예스 미니 마스카포네 치즈케익,1,1.587302, [20-29],13
2020-01-30,4, 핫케익,1,2.040816, [20-29],14
2020-01-03,6, 오예스 미니 마스카포네 치즈케익,1,3.333333, [20-29],10
2020-01-08,6, 핫케익,1,2, [0-19],22
2020-01-19,7, 핫케익,1,5, [20-29],9
2020-01-21,7, 초코무스 조각케익,1,12.5, [20-29],2
2020-01-04,8, 핫케익,2,2.898551, [0-19],21
2020-01-11,8, 핫케익,2,1.41844, [0-19],20
2020-01-22,8, 핫케익,1,1.694915, [20-29],13
2020-01-03,8, 오예스 미니 마스카포네 치즈케익,1,2.702703, [20-29],10
2020-01-27,9, 핫케익,1,2.702703, [20-29],19
2020-01-22,9, 핫케익,2,1.904762, [0-19],11
2020-01-05,10, 라즈베리 치즈케익쿠키,1,5, [0-19],23
2020-01-21,10, 초코무스 조각케익,1,10, [20-29],2
2020-01-21,11, 까망베르크림치즈케익,1,1.612903, [0-19],21
2020-01-03,11, 오예스 미니 마스카포네 치즈케익,1,1.666667, [20-29],13
2020-01-11,11, 핫케익,1,5.263158, [20-29],22
2020-01-17,12, 핫케익,1,3.333333, [20-29],16
2020-01-18,12, 핫케익,1,5.555556, [20-29],22
2020-01-22,12, 핫케익,1,1.219512, [20-29],13
2020-01-06,13, 핫케익,1,6.25, [20-29],23
2020-01-17,13, 핫케익,1,0.917431, [0-19],21
2020-01-10,13, 핫케익,1,1.666667, [20-29],18
2020-01-11,13, 핫케익,1,1.818182, [0-19],22
2020-01-13,13, 오예스 미니 마스카포네 치즈케익,1,2.857143, [20-29],15
2020-01-09,15, 핫케익,1,2.564103, [20-29],10
2020-01-22,15, 핫케익,2,1.265823, [0-19],11
2020-01-26,15, 쉬폰케익,1,3.846154, [20-29],19
2020-01-10,17, 핫케익,1,1.219512, [20-29],18
2020-01-13,17, 오예스 미니 마스카포네 치즈케익,1,2.702703, [20-29],15
2020-01-18,17, 핫케익,1,0.746269, [0-19],16
2020-01-14,17, 오예스 미니 마스카포네 치즈케익,1,2.857143, [20-29],7
2020-01-14,18, 오예스 미니 마스카포네 치즈케익,1,2.564103, [20-29],7
2020-01-15,18, 촉촉한 고구마케익,1,4.761905, [20-29],23
2020-01-14,18, 핫케익,1,2.222222, [0-19],21
2020-01-09,1, ABC 초코쿠키,1,100, [0-19],5
2020-01-28,1, 초코칩 쿠키 미니,1,20, [0-19],6
2020-01-06,1, 사과맛 쿠키,1,100, [0-19],3
2020-01-10,1, 머랭쿠키,6,6.382979, [0-19],16
2020-01-23,1, 허벌라이프 뉴트리셔널 쉐이크 믹스 쿠키앤크림맛,1,100, [20-29],3
2020-01-28,1, 허벌라이프 뉴트리셔널 쉐이크 믹스 쿠키앤크림맛,2,15.384615, [20-29],22
2020-01-31,1, 허벌라이프 뉴트리셔널 쉐이크 믹스 쿠키앤크림맛,2,40, [20-29],3
2020-01-02,2, 포춘쿠키,3,6.521739, [0-19],0
2020-01-14,2, 초코칩쿠키,1,5.263158, [0-19],23
2020-01-14,2, 초코칩쿠키,1,50, [20-29],4
2020-01-15,2, 초코칩쿠키,2,3.921569, [0-19],22
2020-01-26,2, 초코칩쿠키,1,33.333333, [20-29],9
2020-01-25,3, 옹골진 오곡 쿠키,1,7.692308, [20-29],0
2020-01-28,3, 옹골진 오곡 쿠키,1,33.333333, [20-29],5
2020-01-02,3, 초코칩 쿠키,1,25, [20-29],3
2020-01-08,3, 허쉬 초콜릿 칩 쿠키,1,9.090909, [0-19],23
2020-01-25,3, 허쉬 초콜릿 칩 쿠키,1,4.545455, [20-29],23
2020-01-07,4, 허벌라이프 뉴트리셔널 쉐이크 믹스 쿠키앤크림맛,2,3.389831, [20-29],20
2020-01-08,4, 버터쿠키(이마트 노브랜드),1,8.333333, [20-29],8
2020-01-08,4, 허벌라이프 뉴트리셔널 쉐이크 믹스 쿠키앤크림맛,2,4.651163, [20-29],20
2020-01-14,4, 초코칩쿠키,1,25, [20-29],4
2020-01-23,4, 초코칩 쿠키,1,20, [0-19],0
2020-01-27,4, 뉴트리 디데이 다이어트 쿠키앤크림 쉐이크,1,3.703704, [0-19],0
2020-01-11,4, 초코칩쿠키,1,4.347826, [20-29],11
2020-01-15,4, 초코칩쿠키,1,2.272727, [20-29],14
2020-01-19,4, 청정목장 우유 쿠키,2,3.174603, [0-19],15
2020-01-08,5, 허쉬 초콜릿 칩 쿠키,1,4.761905, [0-19],23
2020-01-14,5, 초코칩쿠키,1,3.125, [0-19],23
2020-01-15,5, 초코칩쿠키,1,11.111111, [0-19],5
2020-01-27,5, 까망베르 치즈쿠키,1,3.225806, [20-29],20
2020-01-30,5, 버터쿠키(이마트 노브랜드),2,2.197802, [0-19],16
2020-01-02,5, 머랭쿠키,1,4, [0-19],23
2020-01-07,5, 허벌라이프 뉴트리셔널 쉐이크 믹스 쿠키앤크림맛,2,3.333333, [20-29],20
2020-01-03,6, 사과맛 쿠키,1,2.439024, [20-29],15
2020-01-08,6, 허벌라이프 뉴트리셔널 쉐이크 믹스 쿠키앤크림맛,2,4.255319, [20-29],20
2020-01-22,6, 진짜 맛있는 다이어트 쉐이크 쿠키앤크림,1,2.631579, [20-29],20
2020-01-26,6, 허벌라이프 뉴트리셔널 쉐이크 믹스 쿠키앤크림맛,1,7.692308, [20-29],20
2020-01-18,7, 초코칩 쿠키,1,3.571429, [0-19],23
2020-01-18,7, ABC 초코쿠키,1,5.882353, [20-29],23
2020-01-10,7, 크랜베리&아몬드 쿠키,1,2.325581, [20-29],15
2020-01-24,7, 허벌라이프 뉴트리셔널 쉐이크 믹스 쿠키앤크림맛,1,3.846154, [20-29],11
2020-01-08,8, 브라우니 쿠키,1,8.333333, [20-29],8
2020-01-12,8, 버터쿠키(이마트 노브랜드),1,4.761905, [20-29],1
2020-01-23,8, 초코칩쿠키,2,1.941748, [0-19],16
2020-01-10,8, 찰떡쿠키 오리지널,1,1.960784, [20-29],17
2020-01-11,8, 허벌라이프 뉴트리셔널 쉐이크 믹스 쿠키앤크림맛,1,4.347826, [20-29],11
2020-01-14,8, 초코칩쿠키,1,3.225806, [20-29],15
2020-01-23,8, 초코칩쿠키,2,2.222222, [0-19],16
2020-01-27,8, 까망베르 치즈쿠키,1,2.564103, [20-29],20
2020-01-31,8, 허벌라이프 뉴트리셔널 쉐이크 믹스 쿠키앤크림맛,1,3.703704, [20-29],16
2020-01-31,9, 초코칩쿠키,1,7.692308, [20-29],6
2020-01-02,9, 빼빼로 초코쿠키,1,2.857143, [20-29],15
2020-01-04,9, 초코칩 쿠키 미니,2,1.960784, [0-19],10
2020-01-07,9, 허벌라이프 뉴트리셔널 쉐이크 믹스 쿠키앤크림맛,1,4.166667, [20-29],21
2020-01-08,9, 허벌라이프 뉴트리셔널 쉐이크 믹스 쿠키앤크림맛,1,1.492537, [20-29],19
2020-01-12,9, 버터쿠키(이마트 노브랜드),1,8.333333, [20-29],1
2020-01-13,9, 포춘쿠키,1,3.225806, [20-29],22
2020-01-18,9, 초코칩 쿠키,1,6.666667, [0-19],23
2020-01-31,9, 초코칩쿠키,1,10, [20-29],6
2020-01-01,10, ABC 초코쿠키,1,2.564103, [20-29],13
2020-01-04,10, 초코칩 쿠키 미니,2,1.724138, [0-19],10
2020-01-06,10, 초코칩쿠키,1,8.333333, [20-29],5
2020-01-02,10, 초코칩쿠키,1,2.857143, [20-29],15
2020-01-18,10, 허벌라이프 뉴트리셔널 쉐이크 믹스 쿠키앤크림맛,1,1.754386, [0-19],15
2020-01-23,10, 허벌라이프 뉴트리셔널 쉐이크 믹스 쿠키앤크림맛,1,1.428571, [20-29],18
2020-01-02,11, 머랭쿠키,1,1.886792, [0-19],23
2020-01-05,11, 허벌라이프 뉴트리셔널 쉐이크 믹스 쿠키앤크림맛,1,2.12766, [20-29],14
2020-01-05,11, 버터쿠키(이마트 노브랜드),1,2.631579, [20-29],19
2020-01-23,11, 머랭쿠키,3,2.013423, [0-19],13
2020-01-07,11, 허벌라이프 뉴트리셔널 쉐이크 믹스 쿠키앤크림맛,1,1.538462, [0-19],10
2020-01-07,11, 땅콩버터쿠키,1,2, [0-19],22
2020-01-15,11, 뉴트리 디데이 다이어트 쿠키앤크림 쉐이크,1,7.692308, [20-29],22
2020-01-07,12, 땅콩버터쿠키,1,1.515152, [0-19],22
2020-01-15,12, 머랭쿠키,2,1.754386, [0-19],15
2020-01-22,12, 진짜 맛있는 다이어트 쉐이크 쿠키앤크림,1,2.083333, [20-29],20
2020-01-30,12, 초코칩쿠키,2,1.265823, [0-19],13
2020-01-05,12, 버터쿠키(이마트 노브랜드),1,3.225806, [20-29],19
2020-01-12,12, ABC 초코쿠키,1,2.325581, [0-19],20
2020-01-13,12, 허벌라이프 뉴트리셔널 쉐이크 믹스 쿠키앤크림맛,1,7.692308, [20-29],1
2020-01-18,12, ABC 초코쿠키,1,1.515152, [0-19],19
2020-01-29,12, 푸드쉐이크 쿠키앤 크림맛,1,3.571429, [20-29],16
2020-01-10,13, 크랜베리&아몬드 쿠키,1,2.5, [20-29],15
2020-01-21,13, 뉴트리 디데이 다이어트 쿠키앤크림 쉐이크,1,2.272727, [0-19],23
2020-01-28,13, 초코칩쿠키,1,4.347826, [20-29],7
2020-01-05,13, 허벌라이프 뉴트리셔널 쉐이크 믹스 쿠키앤크림맛,1,2.12766, [20-29],14
2020-01-11,13, 허벌라이프 뉴트리셔널 쉐이크 믹스 쿠키앤크림맛,1,1.369863, [20-29],18
2020-01-13,13, 초코칩쿠키,1,3.125, [20-29],20
2020-01-15,13, 허벌라이프 뉴트리셔널 쉐이크 믹스 쿠키앤크림맛,1,3.571429, [0-19],23
2020-01-17,13, 허벌라이프 뉴트리셔널 쉐이크 믹스 쿠키앤크림맛,2,1.449275, [0-19],13
2020-01-20,14, 오트밀 레이즌쿠키,1,2.777778, [0-19],23
2020-01-25,14, 비요뜨 쿠키앤크림,1,1.449275, [0-19],11
2020-01-25,14, 허쉬 초콜릿 칩 쿠키,1,3.703704, [20-29],23
2020-01-22,14, 푸드쉐이크 쿠키앤 크림맛,1,1.075269, [0-19],19
2020-01-31,14, 사과맛 쿠키,1,3.703704, [20-29],16
2020-01-02,15, 버터쿠키(이마트 노브랜드),1,2.083333, [20-29],14
2020-01-12,15, ABC 초코쿠키,1,4.347826, [20-29],22
2020-01-18,15, 뉴트리 디데이 다이어트 쿠키앤크림 쉐이크,1,3.571429, [0-19],23
2020-01-06,15, 허벌라이프 뉴트리셔널 쉐이크 믹스 쿠키앤크림맛,1,4.166667, [20-29],7
2020-01-07,15, 머랭쿠키,2,1.769912, [0-19],19
2020-01-11,15, 초코칩쿠키,1,3.030303, [0-19],0
2020-01-16,15, 허벌라이프 뉴트리셔널 쉐이크 믹스 쿠키앤크림맛,2,1.30719, [0-19],13
2020-01-17,15, 초코칩 쿠키,2,1.941748, [0-19],19
2020-01-18,15, 허벌라이프 뉴트리셔널 쉐이크 믹스 쿠키앤크림맛,1,5.263158, [0-19],8
2020-01-01,16, 초코칩쿠키,2,1.574803, [0-19],13
2020-01-09,16, 딸기쿠키,1,3.333333, [20-29],9
2020-01-10,16, 찰떡쿠키 오리지널,1,1.851852, [20-29],17
2020-01-12,16, 버터쿠키(이마트 노브랜드),1,0.775194, [0-19],19
2020-01-22,16, 초코칩쿠키,1,2.564103, [20-29],17
2020-01-26,16, 초코칩쿠키,1,5.263158, [20-29],9
2020-01-29,16, 초코칩쿠키,1,4.761905, [20-29],22
2020-01-31,16, 버터쿠키(이마트 노브랜드),1,2.173913, [20-29],11
2020-01-09,16, 딸기쿠키,1,1.785714, [20-29],9
2020-01-18,16, 애플쿠키,1,2.5, [20-29],17
2020-01-07,17, 허벌라이프 뉴트리셔널 쉐이크 믹스 쿠키앤크림맛,1,2.702703, [20-29],21
2020-01-11,17, 허벌라이프 뉴트리셔널 쉐이크 믹스 쿠키앤크림맛,1,2.5, [20-29],11
2020-01-13,17, 허쉬 쿠키앤크림 크런쳐스,1,3.030303, [0-19],22
2020-01-15,17, 허벌라이프 뉴트리셔널 쉐이크 믹스 쿠키앤크림맛,1,2.564103, [0-19],23
2020-01-22,17, 뉴트리 디데이 다이어트 쿠키앤크림 쉐이크,1,0.970874, [0-19],16
2020-01-27,17, 땅콩버터쿠키,1,2.222222, [20-29],13
2020-01-04,17, 허벌라이프 뉴트리셔널 쉐이크 믹스 쿠키앤크림맛,1,1.136364, [0-19],14
2020-01-21,17, 초코칩쿠키,1,2.12766, [20-29],9
2020-01-28,17, 초코칩쿠키,1,4.545455, [20-29],7
2020-01-29,17, 초코칩쿠키,1,1.960784, [0-19],15
2020-01-06,18, 허벌라이프 뉴트리셔널 쉐이크 믹스 쿠키앤크림맛,1,3.703704, [20-29],20
2020-01-07,18, 초코칩쿠키,1,1.5625, [20-29],13
2020-01-11,18, 초코칩쿠키,1,3.333333, [0-19],0
2020-01-31,18, 허벌라이프 뉴트리셔널 쉐이크 믹스 쿠키앤크림맛,1,1.754386, [0-19],8
2020-01-31,18, ABC 초코쿠키,1,1.25, [0-19],16
2020-01-16,18, 머랭쿠키,1,2.222222, [0-19],20
2020-01-16,18, 사과맛 쿠키,1,5.263158, [20-29],22
2020-01-28,18, 초코칩쿠키,1,2.777778, [0-19],21
2020-01-05,19, 까망베르 치즈쿠키,1,2.631579, [20-29],19
2020-01-06,19, 허벌라이프 뉴트리셔널 쉐이크 믹스 쿠키앤크림맛,1,3.846154, [20-29],7
2020-01-17,19, 허벌라이프 뉴트리셔널 쉐이크 믹스 쿠키앤크림맛,2,1.005025, [0-19],13
2020-01-18,19, ABC 초코쿠키,1,4.545455, [20-29],8
2020-01-08,19, 허쉬 초콜릿 칩 쿠키,1,4.545455, [0-19],1
2020-01-17,19, 초코칩쿠키,1,1.470588, [0-19],17
2020-01-21,19, 초코칩 쿠키,1,3.571429, [0-19],21
2020-01-22,19, 허벌라이프 뉴트리셔널 쉐이크 믹스 쿠키앤크림맛,1,0.847458, [0-19],18
2020-01-26,19, 비요뜨 쿠키앤크림,1,1.886792, [0-19],13
2020-01-30,19, 끌레도르 쿠키앤크림 바,1,3.571429, [0-19],22
2020-01-12,20, ABC 초코쿠키,1,1.086957, [0-19],20
2020-01-17,20, 초코칩 쿠키,2,1.515152, [0-19],19
2020-01-18,20, 허벌라이프 뉴트리셔널 쉐이크 믹스 쿠키앤크림맛,1,0.934579, [0-19],15
2020-01-18,20, 허쉬 쿠키앤크림 크런쳐스,1,1.204819, [20-29],12
2020-01-05,20, 초코칩 쿠키 미니,1,1.960784, [0-19],21
2020-01-08,20, 브라우니 쿠키,1,4, [20-29],8
2020-01-23,20, 허벌라이프 뉴트리셔널 쉐이크 믹스 쿠키앤크림맛,1,2.173913, [0-19],9
2020-01-22,20, 초코칩쿠키,1,2.777778, [20-29],17
2020-01-26,20, 비요뜨 쿠키앤크림,1,2.380952, [0-19],10
2020-01-01,1, 단백질 공화국 닭가슴살칩 오리지널,1,5.555556, [20-29],21
2020-01-02,1, 돌아온 썬칩,1,100, [0-19],5
2020-01-05,1, 콘칩,1,4.545455, [20-29],9
2020-01-15,1, HEYROO 맛새우칩,1,10, [0-19],3
2020-01-21,1, 촉촉한 초코칩,2,9.52381, [0-19],0
2020-01-17,1, 꼬북칩,1,2.777778, [20-29],20
2020-01-30,1, 감자칩,1,7.142857, [0-19],23
2020-01-04,2, 올리브영 D project 명란마요새우칩,1,3.571429, [20-29],21
2020-01-18,2, 촉촉한 초코칩,1,5, [20-29],1
2020-01-21,2, 스윙칩,1,3.448276, [20-29],10
2020-01-01,2, 단백질 공화국 닭가슴살칩 오리지널,1,4.166667, [20-29],21
2020-01-12,2, 단백질 공화국 닭가슴살칩 오리지널,1,9.090909, [20-29],7
2020-01-12,2, 콘칩 군옥수수맛,1,20, [20-29],2
2020-01-19,2, 콘칩,1,50, [20-29],7
2020-01-07,3, 꼬북칩,1,33.333333, [0-19],2
2020-01-10,3, 감자칩,1,2.777778, [0-19],23
2020-01-12,3, 콘칩 군옥수수맛,1,33.333333, [20-29],2
2020-01-17,3, 꼬북칩,1,1.639344, [20-29],20
2020-01-19,3, 촉촉한 초코칩,1,4.347826, [20-29],0
2020-01-21,3, 포카칩 오리지널,1,11.111111, [0-19],2
2020-01-06,3, 꼬북칩,1,8.333333, [20-29],6
2020-01-12,3, 촉촉한 초코칩,2,4.081633, [0-19],22
2020-01-18,3, 오리온 썬칩 갈릭바게트맛,1,14.285714, [20-29],22
2020-01-19,4, 콘칩,1,12.5, [20-29],7
2020-01-20,4, 포카칩,1,1.612903, [20-29],11
2020-01-22,4, 촉촉한 초코칩,1,16.666667, [20-29],1
2020-01-27,4, 포카칩,1,25, [0-19],3
2020-01-27,4, 포카칩,2,4, [0-19],21
2020-01-04,4, 올리브영 D project 명란마요새우칩,1,3.333333, [20-29],21
2020-01-19,4, 포카칩 어니언맛,1,25, [0-19],1
2020-01-24,4, 허니버터칩,2,1.851852, [0-19],12
2020-01-24,4, 포카칩,1,25, [20-29],6
2020-01-27,4, 포카칩 어니언맛,2,3.571429, [0-19],15
2020-01-05,5, 촉촉한 초코칩,1,4.166667, [20-29],21
2020-01-07,5, 포카칩,1,12.5, [0-19],1
2020-01-12,5, 촉촉한 초코칩,2,4, [0-19],22
2020-01-12,5, 단백질 공화국 닭가슴살칩 오리지널,1,7.142857, [20-29],7
2020-01-22,5, 돌아온 썬칩,1,6.25, [20-29],22
2020-01-24,5, 콘칩 군옥수수맛,1,5.263158, [20-29],0
2020-01-09,5, 포카칩 어니언맛,2,5.263158, [0-19],22
2020-01-12,5, 포카칩,1,2, [0-19],21
2020-01-09,6, 꼬북칩,1,4.347826, [0-19],1
2020-01-05,6, 초코칩 초코파이,1,11.111111, [20-29],3
2020-01-10,6, 통밀당 단백칩 인절미,1,3.571429, [20-29],10
2020-01-19,6, 촉촉한 초코칩,1,8.333333, [20-29],3
2020-01-22,6, 냉동 머핀 초코칩,1,14.285714, [0-19],5
2020-01-22,6, 촉촉한 초코칩,2,4.166667, [0-19],22
2020-01-31,6, 촉촉한 초코칩,1,2.5, [20-29],10
2020-01-31,6, 스윙칩,1,4.166667, [20-29],21
2020-01-12,6, 허니버터칩,1,11.111111, [0-19],2
2020-01-12,6, 민트 초콜릿 칩 플랫치노,1,2.040816, [0-19],22
2020-01-19,6, 돌아온 썬칩,1,3.030303, [0-19],23
2020-01-11,7, 감자칩,2,2.777778, [0-19],16
2020-01-12,7, 수미칩 어니언,1,11.111111, [0-19],2
2020-01-15,7, 나쵸칩 오리지널,1,3.571429, [0-19],23
2020-01-22,7, 초콜릿 칩 플랫치노,1,1.282051, [0-19],17
2020-01-28,7, 포카칩,1,12.5, [20-29],23
2020-01-03,8, 닭가슴살 크런칩 구운갈릭,1,2.564103, [20-29],19
2020-01-13,8, 꼬북칩,2,1.550388, [0-19],16
2020-01-23,8, 자색고구마칩,1,3.571429, [20-29],14
2020-01-29,8, 허니버터칩,1,3.448276, [20-29],16
2020-01-17,8, 무뚝뚝 감자칩,1,5.555556, [20-29],23
2020-01-19,8, 포카칩,1,1.515152, [20-29],13
2020-01-01,9, 포테토칩 오리지날,1,11.111111, [20-29],0
2020-01-05,9, 허니버터칩,1,11.111111, [20-29],3
2020-01-10,9, 자색고구마칩,1,4.347826, [20-29],22
2020-01-15,9, 나쵸칩 오리지널,1,2.564103, [0-19],23
2020-01-21,9, 꼬북칩,1,1.612903, [0-19],21
2020-01-17,9, 허니버터칩,1,2.040816, [0-19],23
2020-01-17,9, 알새우칩,1,5.555556, [20-29],23
2020-01-29,9, 꼬북칩,1,2.380952, [0-19],16
2020-01-21,10, 수미칩,1,1.612903, [0-19],21
2020-01-01,10, 올리브영 H project 통밀 토스트칩52g,1,1.190476, [0-19],12
2020-01-01,10, 포카칩 오리지널,1,4.347826, [20-29],14
2020-01-06,10, 촉촉한 초코칩,1,2.777778, [20-29],20
2020-01-31,10, 코코넛칩,1,3.333333, [20-29],18
2020-01-12,11, 허니버터칩,1,7.142857, [0-19],2
2020-01-23,11, 촉촉한 초코칩,1,2.857143, [0-19],22
2020-01-24,11, 초코칩트위스트,2,1.680672, [0-19],19
2020-01-30,11, 꼬북칩,1,3.703704, [0-19],23
2020-01-05,11, 포카칩,1,1.5625, [0-19],15
2020-01-06,11, 자바 칩 프라푸치노,1,2.380952, [20-29],9
2020-01-11,11, 촉촉한 초코칩,1,1.492537, [20-29],12
2020-01-13,11, 포카칩,2,2.040816, [0-19],16
2020-01-15,11, 포카칩 오리지널,1,1.449275, [20-29],19
2020-01-12,12, 수미칩 어니언,1,7.142857, [0-19],2
2020-01-12,12, 허니버터칩,2,1.550388, [0-19],19
2020-01-14,12, 자바 칩 프라푸치노,1,1.612903, [20-29],17
2020-01-29,12, 포테토칩 오리지날,1,1.960784, [0-19],21
2020-01-09,12, 알새우칩,1,5.555556, [0-19],23
2020-01-10,12, 통밀당 단백칩 인절미,1,2.380952, [20-29],10
2020-01-12,12, 촉촉한 초코칩,1,2, [0-19],21
2020-01-15,12, 허니버터칩,2,1.818182, [0-19],15
2020-01-20,12, 포카칩,1,1.754386, [20-29],11
2020-01-21,12, 알새우칩,1,0.990099, [0-19],17
2020-01-27,12, 꼬북칩,1,2.631579, [0-19],17
2020-01-01,13, 올리브영 H project 통밀 토스트칩52g,1,1.098901, [0-19],12
2020-01-03,13, 콘칩,1,3.571429, [20-29],16
2020-01-10,13, 촉촉한 초코칩,2,1.428571, [20-29],12
2020-01-30,13, 닭가슴살 크런칩 구운갈릭,1,3.333333, [20-29],7
2020-01-04,14, 콘칩,1,0.961538, [0-19],15
2020-01-21,14, 돌아온 썬칩,1,2.272727, [0-19],23
2020-01-23,14, 망넛이네 다크초코칩 찹싸루니,1,5.882353, [20-29],21
2020-01-26,14, 스윙칩,1,4.347826, [0-19],22
2020-01-31,14, 꼬북칩,1,2.083333, [0-19],21
2020-01-01,14, 꼬북칩,1,1.694915, [20-29],12
2020-01-16,14, 오리온 썬칩 갈릭바게트맛,1,6.666667, [20-29],21
2020-01-21,14, 나쵸칩 오리지널,1,2, [20-29],20
2020-01-22,14, 콘칩,1,3.448276, [20-29],16
2020-01-04,15, 민트 초콜릿 칩 플랫치노,1,3.846154, [20-29],19
2020-01-09,15, 알새우칩,1,4.545455, [0-19],23
2020-01-11,15, 촉촉한 초코칩,1,1.785714, [20-29],12
2020-01-11,15, 바나나칩,1,1.162791, [20-29],18
2020-01-19,15, 콘칩 군옥수수맛,1,2.777778, [0-19],9
2020-01-22,15, 콘칩,1,2.702703, [20-29],16
2020-01-23,15, 돌아온 썬칩,2,1.342282, [0-19],13
2020-01-05,15, 감자칩,1,5.555556, [0-19],0
2020-01-22,15, 허니버터칩,1,2.173913, [20-29],15
2020-01-25,15, 무뚝뚝 감자칩,1,2, [0-19],19
2020-01-11,16, 포테토칩 오리지날,1,4, [20-29],20
2020-01-28,16, 망넛이네 다크초코칩 찹싸루니,1,4.347826, [20-29],10
2020-01-28,16, 포카칩,1,5.555556, [20-29],23
2020-01-10,16, 촉촉한 초코칩,2,1.438849, [20-29],12
2020-01-13,16, 초코칩 아이스크림,1,0.840336, [0-19],15
2020-01-25,16, 꼬북칩,1,4.761905, [0-19],22
2020-01-01,17, 포테토칩 육개장사발면맛,1,1.886792, [0-19],10
2020-01-12,17, 촉촉한 초코칩,1,2.380952, [20-29],10
2020-01-26,17, 망넛이네 다크초코칩 찹싸루니,1,4.166667, [20-29],10
2020-01-14,17, 자바 칩 프라푸치노,1,1.587302, [20-29],17
2020-01-28,18, 초콜릿 칩 플랫치노,2,1.37931, [0-19],13
2020-01-29,18, 꼬북칩,1,1.282051, [0-19],16
2020-01-05,18, 꼬북칩,1,1.5625, [0-19],15
2020-01-15,18, 돌아온 썬칩,1,1.470588, [0-19],8
2020-01-05,19, 포카칩,1,0.854701, [0-19],15
2020-01-07,19, 알새우칩,1,4.347826, [20-29],8
2020-01-17,19, 포카칩 푸드트럭 갈릭쉬림프,1,1.428571, [0-19],20
2020-01-02,20, 포카칩,1,1.428571, [0-19],10
2020-01-02,20, 감자칩,1,1.408451, [20-29],13
2020-01-04,20, 꼬북칩,1,4.166667, [20-29],9
2020-01-06,20, 돌아온 썬칩,1,2.941176, [20-29],16
2020-01-08,20, 자색고구마칩,1,2.380952, [20-29],16
2020-01-08,20, 알새우칩,1,1.315789, [20-29],18
2020-01-14,20, 감자칩,1,1.612903, [20-29],17
2020-01-19,20, 촉촉한 초코칩,1,3.125, [0-19],22
2020-01-25,20, 알새우칩,1,1.666667, [0-19],21
2020-01-29,20, 감자칩,1,1.333333, [20-29],11
2020-01-05,20, 포카칩 어니언맛,1,1.408451, [0-19],14
2020-01-11,20, 피쉬앤칩스,1,1.136364, [0-19],17
2020-01-12,20, 꼬북칩,1,0.847458, [0-19],18
2020-01-14,20, 감자칩,1,1.587302, [20-29],17
2020-01-17,20, 자바 칩 프라푸치노,1,2.564103, [20-29],14
2020-01-18,20, 스윙칩,1,2.380952, [20-29],11
2020-01-24,20, 포테토칩 육개장사발면맛,1,2.380952, [0-19],16
2020-01-31,20, 꼬북칩,1,2.173913, [0-19],21
2020-01-20,2, 에그 맥머핀(맥모닝),1,12.5, [0-19],7
2020-01-20,4, 초코 머핀,1,3.846154, [20-29],15
2020-01-22,5, 머핀,1,5.263158, [20-29],21
2020-01-22,7, 베이컨 에그 맥머핀(맥모닝),1,6.25, [20-29],22
2020-01-03,9, 쁘띠초코머핀,1,1.754386, [20-29],11
2020-01-22,9, 초코 머핀,1,2.631579, [20-29],20
2020-01-23,10, 초코 머핀,1,1.538462, [0-19],15
2020-01-05,11, 초코 머핀,1,2, [20-29],13
2020-01-11,11, 에그 맥머핀(맥모닝),1,2.173913, [0-19],8
2020-01-27,13, 소시지 맥머핀(맥모닝),1,4.761905, [20-29],9
2020-01-07,13, 치즈 머핀,1,3.448276, [20-29],16
2020-01-22,14, 초코 머핀,1,2.083333, [20-29],20
2020-01-23,15, 초코 머핀,1,0.909091, [0-19],15
2020-01-26,15, 에그 맥머핀(맥모닝),1,3.125, [20-29],16
2020-01-30,15, 블루베리머핀,1,5.555556, [0-19],6
2020-01-27,15, 소시지 맥머핀(맥모닝),1,5.882353, [20-29],9
2020-01-30,16, 초코 머핀,1,3.125, [20-29],22
2020-01-27,17, 크림치즈 머핀,1,2.857143, [20-29],14
2020-01-02,19, 머핀,1,2.702703, [20-29],17
2020-01-12,2, 베이글,2,5.128205, [20-29],20
2020-01-01,5, 치즈 베이글,1,5, [20-29],15
2020-01-12,5, 베이글,2,3.333333, [20-29],20
2020-01-24,7, 베이글,1,1.388889, [0-19],17
2020-01-04,7, 베이글,1,3.225806, [20-29],19
2020-01-14,9, 베이글,2,2.666667, [0-19],20
